timestamp,value,label
11/03/2014 20:34,0.0,0
11/03/2014 20:39,0.0,0
11/03/2014 20:44,47704500.0,0
11/03/2014 20:49,453239000.0,0
11/03/2014 20:54,34937200.0,0
11/03/2014 20:59,4583420.0,0
11/03/2014 21:04,27033.6,0
11/03/2014 21:09,0.0,0
11/03/2014 21:14,0.0,0
11/03/2014 21:19,0.0,0
11/03/2014 21:24,0.0,0
11/03/2014 21:29,0.0,0
11/03/2014 21:34,0.0,0
11/03/2014 21:39,0.0,0
11/03/2014 21:44,0.0,0
11/03/2014 21:49,0.0,0
11/03/2014 21:54,0.0,0
11/03/2014 21:59,0.0,0
11/03/2014 22:04,0.0,0
11/03/2014 22:09,0.0,0
11/03/2014 22:14,0.0,0
11/03/2014 22:19,0.0,0
11/03/2014 22:24,0.0,0
11/03/2014 22:29,0.0,0
11/03/2014 22:34,0.0,0
11/03/2014 22:39,0.0,0
11/03/2014 22:44,0.0,0
11/03/2014 22:49,0.0,0
11/03/2014 22:54,0.0,0
11/03/2014 22:59,0.0,0
11/03/2014 23:04,0.0,0
11/03/2014 23:09,0.0,0
11/03/2014 23:14,0.0,0
11/03/2014 23:19,0.0,0
11/03/2014 23:24,0.0,0
11/03/2014 23:29,0.0,0
11/03/2014 23:34,0.0,0
11/03/2014 23:39,0.0,0
11/03/2014 23:44,0.0,0
11/03/2014 23:49,0.0,0
11/03/2014 23:54,0.0,0
11/03/2014 23:59,0.0,0
12/03/2014 00:04,0.0,0
12/03/2014 00:09,0.0,0
12/03/2014 00:14,0.0,0
12/03/2014 00:19,0.0,0
12/03/2014 00:24,0.0,0
12/03/2014 00:29,0.0,0
12/03/2014 00:34,0.0,0
12/03/2014 00:39,0.0,0
12/03/2014 00:44,0.0,0
12/03/2014 00:49,0.0,0
12/03/2014 00:54,0.0,0
12/03/2014 00:59,0.0,0
12/03/2014 01:04,0.0,0
12/03/2014 01:09,0.0,0
12/03/2014 01:14,0.0,0
12/03/2014 01:19,0.0,0
12/03/2014 01:24,0.0,0
12/03/2014 01:29,0.0,0
12/03/2014 01:34,0.0,0
12/03/2014 01:39,0.0,0
12/03/2014 01:44,0.0,0
12/03/2014 01:49,0.0,0
12/03/2014 01:54,0.0,0
12/03/2014 01:59,0.0,0
12/03/2014 02:04,0.0,0
12/03/2014 02:09,0.0,0
12/03/2014 02:14,0.0,0
12/03/2014 02:19,0.0,0
12/03/2014 02:24,0.0,0
12/03/2014 02:29,0.0,0
12/03/2014 02:34,0.0,0
12/03/2014 02:39,0.0,0
12/03/2014 02:44,0.0,0
12/03/2014 02:49,0.0,0
12/03/2014 02:54,0.0,0
12/03/2014 02:59,0.0,0
12/03/2014 03:04,0.0,0
12/03/2014 03:09,0.0,0
12/03/2014 03:14,0.0,0
12/03/2014 03:19,0.0,0
12/03/2014 03:24,0.0,0
12/03/2014 03:29,0.0,0
12/03/2014 03:34,0.0,0
12/03/2014 03:39,0.0,0
12/03/2014 03:44,0.0,0
12/03/2014 03:49,0.0,0
12/03/2014 03:54,0.0,0
12/03/2014 03:59,0.0,0
12/03/2014 04:04,0.0,0
12/03/2014 04:09,0.0,0
12/03/2014 04:14,0.0,0
12/03/2014 04:19,0.0,0
12/03/2014 04:24,0.0,0
12/03/2014 04:29,0.0,0
12/03/2014 04:34,0.0,0
12/03/2014 04:39,0.0,0
12/03/2014 04:44,0.0,0
12/03/2014 04:49,0.0,0
12/03/2014 04:54,0.0,0
12/03/2014 04:59,0.0,0
12/03/2014 05:04,0.0,0
12/03/2014 05:09,0.0,0
12/03/2014 05:14,0.0,0
12/03/2014 05:19,0.0,0
12/03/2014 05:24,0.0,0
12/03/2014 05:29,0.0,0
12/03/2014 05:34,0.0,0
12/03/2014 05:39,0.0,0
12/03/2014 05:44,0.0,0
12/03/2014 05:49,0.0,0
12/03/2014 05:54,0.0,0
12/03/2014 05:59,0.0,0
12/03/2014 06:04,0.0,0
12/03/2014 06:09,0.0,0
12/03/2014 06:14,0.0,0
12/03/2014 06:19,0.0,0
12/03/2014 06:24,0.0,0
12/03/2014 06:29,0.0,0
12/03/2014 06:34,20036000.0,0
12/03/2014 06:39,143109000.0,0
12/03/2014 06:44,336431000.0,0
12/03/2014 06:49,35981700.0,0
12/03/2014 06:54,2628810.0,0
12/03/2014 06:59,0.0,0
12/03/2014 07:04,0.0,0
12/03/2014 07:09,0.0,0
12/03/2014 07:14,0.0,0
12/03/2014 07:19,0.0,0
12/03/2014 07:24,0.0,0
12/03/2014 07:29,0.0,0
12/03/2014 07:34,0.0,0
12/03/2014 07:39,0.0,0
12/03/2014 07:44,0.0,0
12/03/2014 07:49,0.0,0
12/03/2014 07:54,0.0,0
12/03/2014 07:59,0.0,0
12/03/2014 08:04,0.0,0
12/03/2014 08:09,0.0,0
12/03/2014 08:14,0.0,0
12/03/2014 08:19,0.0,0
12/03/2014 08:24,0.0,0
12/03/2014 08:29,0.0,0
12/03/2014 08:34,0.0,0
12/03/2014 08:39,0.0,0
12/03/2014 08:44,0.0,0
12/03/2014 08:49,0.0,0
12/03/2014 08:54,0.0,0
12/03/2014 08:59,0.0,0
12/03/2014 09:04,0.0,0
12/03/2014 09:09,0.0,0
12/03/2014 09:14,0.0,0
12/03/2014 09:19,0.0,0
12/03/2014 09:24,0.0,0
12/03/2014 09:29,0.0,0
12/03/2014 09:34,0.0,0
12/03/2014 09:39,0.0,0
12/03/2014 09:44,0.0,0
12/03/2014 09:49,0.0,0
12/03/2014 09:54,0.0,0
12/03/2014 09:59,0.0,0
12/03/2014 10:04,0.0,0
12/03/2014 10:09,0.0,0
12/03/2014 10:14,0.0,0
12/03/2014 10:19,0.0,0
12/03/2014 10:24,0.0,0
12/03/2014 10:29,0.0,0
12/03/2014 10:34,0.0,0
12/03/2014 10:39,0.0,0
12/03/2014 10:44,0.0,0
12/03/2014 10:49,0.0,0
12/03/2014 10:54,0.0,0
12/03/2014 10:59,0.0,0
12/03/2014 11:04,0.0,0
12/03/2014 11:09,0.0,0
12/03/2014 11:14,0.0,0
12/03/2014 11:19,0.0,0
12/03/2014 11:24,0.0,0
12/03/2014 11:29,0.0,0
12/03/2014 11:34,0.0,0
12/03/2014 11:39,0.0,0
12/03/2014 11:44,0.0,0
12/03/2014 11:49,0.0,0
12/03/2014 11:54,0.0,0
12/03/2014 11:59,0.0,0
12/03/2014 12:04,0.0,0
12/03/2014 12:09,0.0,0
12/03/2014 12:14,0.0,0
12/03/2014 12:19,0.0,0
12/03/2014 12:24,0.0,0
12/03/2014 12:29,0.0,0
12/03/2014 12:34,0.0,0
12/03/2014 12:39,0.0,0
12/03/2014 12:44,0.0,0
12/03/2014 12:49,0.0,0
12/03/2014 12:54,0.0,0
12/03/2014 12:59,0.0,0
12/03/2014 13:04,0.0,0
12/03/2014 13:09,0.0,0
12/03/2014 13:14,0.0,0
12/03/2014 13:19,0.0,0
12/03/2014 13:24,0.0,0
12/03/2014 13:29,0.0,0
12/03/2014 13:34,0.0,0
12/03/2014 13:39,0.0,0
12/03/2014 13:44,0.0,0
12/03/2014 13:49,0.0,0
12/03/2014 13:54,0.0,0
12/03/2014 13:59,0.0,0
12/03/2014 14:04,0.0,0
12/03/2014 14:09,0.0,0
12/03/2014 14:14,0.0,0
12/03/2014 14:19,0.0,0
12/03/2014 14:24,0.0,0
12/03/2014 14:29,0.0,0
12/03/2014 14:34,0.0,0
12/03/2014 14:39,0.0,0
12/03/2014 14:44,0.0,0
12/03/2014 14:49,0.0,0
12/03/2014 14:54,0.0,0
12/03/2014 14:59,0.0,0
12/03/2014 15:04,0.0,0
12/03/2014 15:09,0.0,0
12/03/2014 15:14,0.0,0
12/03/2014 15:19,0.0,0
12/03/2014 15:24,0.0,0
12/03/2014 15:29,0.0,0
12/03/2014 15:34,0.0,0
12/03/2014 15:39,0.0,0
12/03/2014 15:44,0.0,0
12/03/2014 15:49,0.0,0
12/03/2014 15:54,0.0,0
12/03/2014 15:59,0.0,0
12/03/2014 16:04,0.0,0
12/03/2014 16:09,0.0,0
12/03/2014 16:14,0.0,0
12/03/2014 16:19,0.0,0
12/03/2014 16:24,0.0,0
12/03/2014 16:29,0.0,0
12/03/2014 16:34,0.0,0
12/03/2014 16:39,0.0,0
12/03/2014 16:44,0.0,0
12/03/2014 16:49,0.0,0
12/03/2014 16:54,0.0,0
12/03/2014 16:59,0.0,0
12/03/2014 17:04,20036800.0,0
12/03/2014 17:09,143499000.0,0
12/03/2014 17:14,335712000.0,0
12/03/2014 17:19,35981700.0,0
12/03/2014 17:24,2687800.0,0
12/03/2014 17:29,0.0,0
12/03/2014 17:34,0.0,0
12/03/2014 17:39,0.0,0
12/03/2014 17:44,0.0,0
12/03/2014 17:49,0.0,0
12/03/2014 17:54,0.0,0
12/03/2014 17:59,0.0,0
12/03/2014 18:04,0.0,0
12/03/2014 18:09,0.0,0
12/03/2014 18:14,0.0,0
12/03/2014 18:19,0.0,0
12/03/2014 18:24,1169000.0,0
12/03/2014 18:29,9011.2,0
12/03/2014 18:34,0.0,0
12/03/2014 18:39,0.0,0
12/03/2014 18:44,0.0,0
12/03/2014 18:49,0.0,0
12/03/2014 18:54,0.0,0
12/03/2014 18:59,0.0,0
12/03/2014 19:04,0.0,0
12/03/2014 19:09,0.0,0
12/03/2014 19:14,0.0,0
12/03/2014 19:19,0.0,0
12/03/2014 19:24,0.0,0
12/03/2014 19:29,0.0,0
12/03/2014 19:34,0.0,0
12/03/2014 19:39,0.0,0
12/03/2014 19:44,0.0,0
12/03/2014 19:49,0.0,0
12/03/2014 19:54,0.0,0
12/03/2014 19:59,0.0,0
12/03/2014 20:04,46952400.0,0
12/03/2014 20:09,451674000.0,0
12/03/2014 20:14,35601600.0,0
12/03/2014 20:19,3901850.0,0
12/03/2014 20:24,28672.0,0
12/03/2014 20:29,1638.4,0
12/03/2014 20:34,0.0,0
12/03/2014 20:39,0.0,0
12/03/2014 20:44,1541730.0,0
12/03/2014 20:49,74547.2,0
12/03/2014 20:54,2532970.0,0
12/03/2014 20:59,49577200.0,0
12/03/2014 21:04,450618000.0,0
12/03/2014 21:09,36782100.0,0
12/03/2014 21:14,3822390.0,0
12/03/2014 21:19,27033.6,0
12/03/2014 21:24,1305800.0,0
12/03/2014 21:29,9011.2,0
12/03/2014 21:34,0.0,0
12/03/2014 21:39,0.0,0
12/03/2014 21:44,0.0,0
12/03/2014 21:49,0.0,0
12/03/2014 21:54,0.0,0
12/03/2014 21:59,0.0,0
12/03/2014 22:04,0.0,0
12/03/2014 22:09,0.0,0
12/03/2014 22:14,0.0,0
12/03/2014 22:19,0.0,0
12/03/2014 22:24,0.0,0
12/03/2014 22:29,33741200.0,0
12/03/2014 22:34,365045000.0,0
12/03/2014 22:39,103459000.0,0
12/03/2014 22:44,35823600.0,0
12/03/2014 22:49,38502.4,0
12/03/2014 22:54,0.0,0
12/03/2014 22:59,0.0,0
12/03/2014 23:04,1206680.0,0
12/03/2014 23:09,0.0,0
12/03/2014 23:14,0.0,0
12/03/2014 23:19,19959800.0,0
12/03/2014 23:24,45903900.0,0
12/03/2014 23:29,433220000.0,0
12/03/2014 23:34,36547800.0,0
12/03/2014 23:39,2840990.0,0
12/03/2014 23:44,0.0,0
12/03/2014 23:49,0.0,0
12/03/2014 23:54,0.0,0
12/03/2014 23:59,0.0,0
13/03/2014 00:04,0.0,0
13/03/2014 00:09,0.0,0
13/03/2014 00:14,20056500.0,0
13/03/2014 00:19,264760000.0,0
13/03/2014 00:24,214770000.0,0
13/03/2014 00:29,36532200.0,0
13/03/2014 00:34,2728760.0,0
13/03/2014 00:39,0.0,0
13/03/2014 00:44,0.0,0
13/03/2014 00:49,0.0,0
13/03/2014 00:54,0.0,0
13/03/2014 00:59,0.0,0
13/03/2014 01:04,0.0,0
13/03/2014 01:09,0.0,0
13/03/2014 01:14,0.0,0
13/03/2014 01:19,0.0,0
13/03/2014 01:24,0.0,0
13/03/2014 01:29,0.0,0
13/03/2014 01:34,0.0,0
13/03/2014 01:39,0.0,0
13/03/2014 01:44,0.0,0
13/03/2014 01:49,0.0,0
13/03/2014 01:54,0.0,0
13/03/2014 01:59,0.0,0
13/03/2014 02:04,0.0,0
13/03/2014 02:09,0.0,0
13/03/2014 02:14,0.0,0
13/03/2014 02:19,0.0,0
13/03/2014 02:24,20044200.0,0
13/03/2014 02:29,149194000.0,0
13/03/2014 02:34,329948000.0,0
13/03/2014 02:39,35992400.0,0
13/03/2014 02:44,2899150.0,0
13/03/2014 02:49,0.0,0
13/03/2014 02:54,0.0,0
13/03/2014 02:59,0.0,0
13/03/2014 03:04,0.0,0
13/03/2014 03:09,0.0,0
13/03/2014 03:14,0.0,0
13/03/2014 03:19,0.0,0
13/03/2014 03:24,0.0,0
13/03/2014 03:29,0.0,0
13/03/2014 03:34,0.0,0
13/03/2014 03:39,0.0,0
13/03/2014 03:44,0.0,0
13/03/2014 03:49,0.0,0
13/03/2014 03:54,0.0,0
13/03/2014 03:59,0.0,0
13/03/2014 04:04,0.0,0
13/03/2014 04:09,0.0,0
13/03/2014 04:14,0.0,0
13/03/2014 04:19,0.0,0
13/03/2014 04:24,0.0,0
13/03/2014 04:29,0.0,0
13/03/2014 04:34,0.0,0
13/03/2014 04:39,0.0,0
13/03/2014 04:44,0.0,0
13/03/2014 04:49,0.0,0
13/03/2014 04:54,0.0,0
13/03/2014 04:59,0.0,0
13/03/2014 05:04,0.0,0
13/03/2014 05:09,0.0,0
13/03/2014 05:14,0.0,0
13/03/2014 05:19,0.0,0
13/03/2014 05:24,1173090.0,0
13/03/2014 05:29,17203.2,0
13/03/2014 05:34,0.0,0
13/03/2014 05:39,0.0,0
13/03/2014 05:44,0.0,0
13/03/2014 05:49,0.0,0
13/03/2014 05:54,0.0,0
13/03/2014 05:59,0.0,0
13/03/2014 06:04,0.0,0
13/03/2014 06:09,0.0,0
13/03/2014 06:14,0.0,0
13/03/2014 06:19,0.0,0
13/03/2014 06:24,0.0,0
13/03/2014 06:29,0.0,0
13/03/2014 06:34,0.0,0
13/03/2014 06:39,0.0,0
13/03/2014 06:44,0.0,0
13/03/2014 06:49,0.0,0
13/03/2014 06:54,0.0,0
13/03/2014 06:59,0.0,0
13/03/2014 07:04,0.0,0
13/03/2014 07:09,0.0,0
13/03/2014 07:14,0.0,0
13/03/2014 07:19,0.0,0
13/03/2014 07:24,0.0,0
13/03/2014 07:29,0.0,0
13/03/2014 07:34,0.0,0
13/03/2014 07:39,0.0,0
13/03/2014 07:44,0.0,0
13/03/2014 07:49,0.0,0
13/03/2014 07:54,0.0,0
13/03/2014 07:59,0.0,0
13/03/2014 08:04,0.0,0
13/03/2014 08:09,0.0,0
13/03/2014 08:14,0.0,0
13/03/2014 08:19,0.0,0
13/03/2014 08:24,0.0,0
13/03/2014 08:29,0.0,0
13/03/2014 08:34,0.0,0
13/03/2014 08:39,0.0,0
13/03/2014 08:44,0.0,0
13/03/2014 08:49,0.0,0
13/03/2014 08:54,0.0,0
13/03/2014 08:59,0.0,0
13/03/2014 09:04,0.0,0
13/03/2014 09:09,0.0,0
13/03/2014 09:14,0.0,0
13/03/2014 09:19,0.0,0
13/03/2014 09:24,0.0,0
13/03/2014 09:29,0.0,0
13/03/2014 09:34,0.0,0
13/03/2014 09:39,0.0,0
13/03/2014 09:44,0.0,0
13/03/2014 09:49,0.0,0
13/03/2014 09:54,0.0,0
13/03/2014 09:59,0.0,0
13/03/2014 10:04,0.0,0
13/03/2014 10:09,0.0,0
13/03/2014 10:14,0.0,0
13/03/2014 10:19,0.0,0
13/03/2014 10:24,0.0,0
13/03/2014 10:29,0.0,0
13/03/2014 10:34,0.0,0
13/03/2014 10:39,0.0,0
13/03/2014 10:44,0.0,0
13/03/2014 10:49,0.0,0
13/03/2014 10:54,0.0,0
13/03/2014 10:59,0.0,0
13/03/2014 11:04,0.0,0
13/03/2014 11:09,0.0,0
13/03/2014 11:14,0.0,0
13/03/2014 11:19,0.0,0
13/03/2014 11:24,0.0,0
13/03/2014 11:29,0.0,0
13/03/2014 11:34,0.0,0
13/03/2014 11:39,0.0,0
13/03/2014 11:44,0.0,0
13/03/2014 11:49,0.0,0
13/03/2014 11:54,0.0,0
13/03/2014 11:59,0.0,0
13/03/2014 12:04,0.0,0
13/03/2014 12:09,0.0,0
13/03/2014 12:14,0.0,0
13/03/2014 12:19,0.0,0
13/03/2014 12:24,0.0,0
13/03/2014 12:29,0.0,0
13/03/2014 12:34,0.0,0
13/03/2014 12:39,0.0,0
13/03/2014 12:44,0.0,0
13/03/2014 12:49,0.0,0
13/03/2014 12:54,0.0,0
13/03/2014 12:59,0.0,0
13/03/2014 13:04,0.0,0
13/03/2014 13:09,0.0,0
13/03/2014 13:14,0.0,0
13/03/2014 13:19,0.0,0
13/03/2014 13:24,0.0,0
13/03/2014 13:29,0.0,0
13/03/2014 13:34,0.0,0
13/03/2014 13:39,0.0,0
13/03/2014 13:44,0.0,0
13/03/2014 13:49,0.0,0
13/03/2014 13:54,0.0,0
13/03/2014 13:59,0.0,0
13/03/2014 14:04,0.0,0
13/03/2014 14:09,0.0,0
13/03/2014 14:14,0.0,0
13/03/2014 14:19,0.0,0
13/03/2014 14:24,0.0,0
13/03/2014 14:29,0.0,0
13/03/2014 14:34,0.0,0
13/03/2014 14:39,0.0,0
13/03/2014 14:44,0.0,0
13/03/2014 14:49,0.0,0
13/03/2014 14:54,0.0,0
13/03/2014 14:59,0.0,0
13/03/2014 15:04,0.0,0
13/03/2014 15:09,0.0,0
13/03/2014 15:14,0.0,0
13/03/2014 15:19,0.0,0
13/03/2014 15:24,0.0,0
13/03/2014 15:29,0.0,0
13/03/2014 15:34,42245300.0,0
13/03/2014 15:39,455725000.0,0
13/03/2014 15:44,35401700.0,0
13/03/2014 15:49,4725150.0,0
13/03/2014 15:54,24576.0,0
13/03/2014 15:59,0.0,0
13/03/2014 16:04,0.0,0
13/03/2014 16:09,0.0,0
13/03/2014 16:14,0.0,0
13/03/2014 16:19,0.0,0
13/03/2014 16:24,0.0,0
13/03/2014 16:29,0.0,0
13/03/2014 16:34,0.0,0
13/03/2014 16:39,0.0,0
13/03/2014 16:44,0.0,0
13/03/2014 16:49,0.0,0
13/03/2014 16:54,0.0,0
13/03/2014 16:59,0.0,0
13/03/2014 17:04,0.0,0
13/03/2014 17:09,0.0,0
13/03/2014 17:14,0.0,0
13/03/2014 17:19,0.0,0
13/03/2014 17:24,0.0,0
13/03/2014 17:29,0.0,0
13/03/2014 17:34,0.0,0
13/03/2014 17:39,0.0,0
13/03/2014 17:44,0.0,0
13/03/2014 17:49,0.0,0
13/03/2014 17:54,46893500.0,0
13/03/2014 17:59,450927000.0,0
13/03/2014 18:04,35474600.0,0
13/03/2014 18:09,4733340.0,0
13/03/2014 18:14,20480.0,0
13/03/2014 18:19,0.0,0
13/03/2014 18:24,0.0,0
13/03/2014 18:29,0.0,0
13/03/2014 18:34,0.0,0
13/03/2014 18:39,0.0,0
13/03/2014 18:44,0.0,0
13/03/2014 18:49,0.0,0
13/03/2014 18:54,0.0,0
13/03/2014 18:59,0.0,0
13/03/2014 19:04,0.0,0
13/03/2014 19:09,0.0,0
13/03/2014 19:14,0.0,0
13/03/2014 19:19,0.0,0
13/03/2014 19:24,0.0,0
13/03/2014 19:29,0.0,0
13/03/2014 19:34,0.0,0
13/03/2014 19:39,0.0,0
13/03/2014 19:44,0.0,0
13/03/2014 19:49,0.0,0
13/03/2014 19:54,0.0,0
13/03/2014 19:59,0.0,0
13/03/2014 20:04,0.0,0
13/03/2014 20:09,0.0,0
13/03/2014 20:14,0.0,0
13/03/2014 20:19,0.0,0
13/03/2014 20:24,0.0,0
13/03/2014 20:29,0.0,0
13/03/2014 20:34,0.0,0
13/03/2014 20:39,0.0,0
13/03/2014 20:44,0.0,0
13/03/2014 20:49,0.0,0
13/03/2014 20:54,0.0,0
13/03/2014 20:59,0.0,0
13/03/2014 21:04,0.0,0
13/03/2014 21:09,0.0,0
13/03/2014 21:14,0.0,0
13/03/2014 21:19,0.0,0
13/03/2014 21:24,0.0,0
13/03/2014 21:29,0.0,0
13/03/2014 21:34,0.0,0
13/03/2014 21:39,0.0,0
13/03/2014 21:44,0.0,0
13/03/2014 21:49,0.0,0
13/03/2014 21:54,0.0,0
13/03/2014 21:59,0.0,0
13/03/2014 22:04,0.0,0
13/03/2014 22:09,0.0,0
13/03/2014 22:14,0.0,0
13/03/2014 22:19,4915.2,0
13/03/2014 22:24,0.0,0
13/03/2014 22:29,0.0,0
13/03/2014 22:34,0.0,0
13/03/2014 22:39,0.0,0
13/03/2014 22:44,0.0,0
13/03/2014 22:49,0.0,0
13/03/2014 22:54,0.0,0
13/03/2014 22:59,20607800.0,0
13/03/2014 23:04,51311400.0,0
13/03/2014 23:09,430630000.0,0
13/03/2014 23:14,36677200.0,0
13/03/2014 23:19,3144090.0,0
13/03/2014 23:24,7372.8,0
13/03/2014 23:29,0.0,0
13/03/2014 23:34,0.0,0
13/03/2014 23:39,0.0,0
13/03/2014 23:44,0.0,0
13/03/2014 23:49,0.0,0
13/03/2014 23:54,0.0,0
13/03/2014 23:59,0.0,0
14/03/2014 00:04,0.0,0
14/03/2014 00:09,0.0,0
14/03/2014 00:14,0.0,0
14/03/2014 00:19,0.0,0
14/03/2014 00:24,0.0,0
14/03/2014 00:29,0.0,0
14/03/2014 00:34,0.0,0
14/03/2014 00:39,0.0,0
14/03/2014 00:44,46959800.0,0
14/03/2014 00:49,451917000.0,0
14/03/2014 00:54,33239900.0,0
14/03/2014 00:59,6451200.0,0
14/03/2014 01:04,22118.4,0
14/03/2014 01:09,0.0,0
14/03/2014 01:14,0.0,0
14/03/2014 01:19,0.0,0
14/03/2014 01:24,0.0,0
14/03/2014 01:29,0.0,0
14/03/2014 01:34,0.0,0
14/03/2014 01:39,42207600.0,0
14/03/2014 01:44,455982000.0,0
14/03/2014 01:49,33455300.0,0
14/03/2014 01:54,6453660.0,0
14/03/2014 01:59,22937.6,0
14/03/2014 02:04,0.0,0
14/03/2014 02:09,0.0,0
14/03/2014 02:14,0.0,0
14/03/2014 02:19,0.0,0
14/03/2014 02:24,0.0,0
14/03/2014 02:29,0.0,0
14/03/2014 02:34,0.0,0
14/03/2014 02:39,0.0,0
14/03/2014 02:44,0.0,0
14/03/2014 02:49,0.0,0
14/03/2014 02:54,0.0,0
14/03/2014 02:59,0.0,0
14/03/2014 03:04,0.0,0
14/03/2014 03:09,0.0,0
14/03/2014 03:14,0.0,0
14/03/2014 03:19,0.0,0
14/03/2014 03:24,0.0,0
14/03/2014 03:29,0.0,0
14/03/2014 03:34,0.0,0
14/03/2014 03:39,0.0,0
14/03/2014 03:44,0.0,0
14/03/2014 03:49,0.0,0
14/03/2014 03:54,0.0,0
14/03/2014 03:59,0.0,0
14/03/2014 04:04,0.0,0
14/03/2014 04:09,0.0,0
14/03/2014 04:14,0.0,0
14/03/2014 04:19,0.0,0
14/03/2014 04:24,0.0,0
14/03/2014 04:29,0.0,0
14/03/2014 04:34,0.0,0
14/03/2014 04:39,0.0,0
14/03/2014 04:44,0.0,0
14/03/2014 04:49,0.0,0
14/03/2014 04:54,0.0,0
14/03/2014 04:59,36162800.0,0
14/03/2014 05:04,361499000.0,0
14/03/2014 05:09,105600000.0,0
14/03/2014 05:14,34970000.0,0
14/03/2014 05:19,1266480.0,0
14/03/2014 05:24,0.0,0
14/03/2014 05:29,0.0,0
14/03/2014 05:34,0.0,0
14/03/2014 05:39,0.0,0
14/03/2014 05:44,0.0,0
14/03/2014 05:49,0.0,0
14/03/2014 05:54,0.0,0
14/03/2014 05:59,0.0,0
14/03/2014 06:04,0.0,0
14/03/2014 06:09,0.0,0
14/03/2014 06:14,0.0,0
14/03/2014 06:19,0.0,0
14/03/2014 06:24,0.0,0
14/03/2014 06:29,0.0,0
14/03/2014 06:34,0.0,0
14/03/2014 06:39,0.0,0
14/03/2014 06:44,0.0,0
14/03/2014 06:49,0.0,0
14/03/2014 06:54,0.0,0
14/03/2014 06:59,0.0,0
14/03/2014 07:04,0.0,0
14/03/2014 07:09,0.0,0
14/03/2014 07:14,0.0,0
14/03/2014 07:19,0.0,0
14/03/2014 07:24,0.0,0
14/03/2014 07:29,0.0,0
14/03/2014 07:34,0.0,0
14/03/2014 07:39,0.0,0
14/03/2014 07:44,0.0,0
14/03/2014 07:49,0.0,0
14/03/2014 07:54,0.0,0
14/03/2014 07:59,0.0,0
14/03/2014 08:04,0.0,0
14/03/2014 08:09,0.0,0
14/03/2014 08:14,0.0,0
14/03/2014 08:19,0.0,0
14/03/2014 08:24,0.0,0
14/03/2014 08:29,19981100.0,0
14/03/2014 08:34,50824000.0,0
14/03/2014 08:39,428337000.0,0
14/03/2014 08:44,36388000.0,0
14/03/2014 08:49,3108860.0,0
14/03/2014 08:54,8192.0,0
14/03/2014 08:59,0.0,0
14/03/2014 09:04,0.0,0
14/03/2014 09:09,0.0,0
14/03/2014 09:14,0.0,0
14/03/2014 09:19,0.0,0
14/03/2014 09:24,0.0,0
14/03/2014 09:29,0.0,0
14/03/2014 09:34,0.0,0
14/03/2014 09:39,0.0,0
14/03/2014 09:44,0.0,0
14/03/2014 09:49,0.0,0
14/03/2014 09:54,0.0,0
14/03/2014 09:59,0.0,0
14/03/2014 10:04,0.0,0
14/03/2014 10:09,0.0,0
14/03/2014 10:14,0.0,0
14/03/2014 10:19,0.0,0
14/03/2014 10:24,0.0,0
14/03/2014 10:29,0.0,0
14/03/2014 10:34,0.0,0
14/03/2014 10:39,0.0,0
14/03/2014 10:44,0.0,0
14/03/2014 10:49,0.0,0
14/03/2014 10:54,0.0,0
14/03/2014 10:59,0.0,0
14/03/2014 11:04,46620700.0,0
14/03/2014 11:09,451416000.0,0
14/03/2014 11:14,35466400.0,0
14/03/2014 11:19,4967630.0,0
14/03/2014 11:24,22937.6,0
14/03/2014 11:29,0.0,0
14/03/2014 11:34,0.0,0
14/03/2014 11:39,0.0,0
14/03/2014 11:44,0.0,0
14/03/2014 11:49,0.0,0
14/03/2014 11:54,0.0,0
14/03/2014 11:59,0.0,0
14/03/2014 12:04,0.0,0
14/03/2014 12:09,0.0,0
14/03/2014 12:14,0.0,0
14/03/2014 12:19,0.0,0
14/03/2014 12:24,0.0,0
14/03/2014 12:29,0.0,0
14/03/2014 12:34,0.0,0
14/03/2014 12:39,0.0,0
14/03/2014 12:44,0.0,0
14/03/2014 12:49,0.0,0
14/03/2014 12:54,0.0,0
14/03/2014 12:59,0.0,0
14/03/2014 13:04,0.0,0
14/03/2014 13:09,0.0,0
14/03/2014 13:14,0.0,0
14/03/2014 13:19,0.0,0
14/03/2014 13:24,0.0,0
14/03/2014 13:29,0.0,0
14/03/2014 13:34,0.0,0
14/03/2014 13:39,0.0,0
14/03/2014 13:44,0.0,0
14/03/2014 13:49,0.0,0
14/03/2014 13:54,0.0,0
14/03/2014 13:59,0.0,0
14/03/2014 14:04,0.0,0
14/03/2014 14:09,0.0,0
14/03/2014 14:14,0.0,0
14/03/2014 14:19,0.0,0
14/03/2014 14:24,0.0,0
14/03/2014 14:29,0.0,0
14/03/2014 14:34,0.0,0
14/03/2014 14:39,0.0,0
14/03/2014 14:44,0.0,0
14/03/2014 14:49,0.0,0
14/03/2014 14:54,0.0,0
14/03/2014 14:59,0.0,0
14/03/2014 15:04,0.0,0
14/03/2014 15:09,0.0,0
14/03/2014 15:14,0.0,0
14/03/2014 15:19,0.0,0
14/03/2014 15:24,0.0,0
14/03/2014 15:29,0.0,0
14/03/2014 15:34,0.0,0
14/03/2014 15:39,0.0,0
14/03/2014 15:44,0.0,0
14/03/2014 15:49,0.0,0
14/03/2014 15:54,0.0,0
14/03/2014 15:59,0.0,0
14/03/2014 16:04,20020400.0,0
14/03/2014 16:09,165515000.0,0
